title,price,shipping,sold_date,seller,condition,item_url,image_url,graded,grader,grade,auction,best_offer,price_value,shipping_value,total_value,sold_date_value,listing_type,is_best_offer,is_graded,grader_norm,grade_value,card_number_guess
Nolan Ryan Base/Inserts - You Pick - $2.00 or 2 Card Minimum,$2.00,$0.00,"Sold Mar 22, 2026",disabled_vet,New,https://www.ebay.com/itm/116160962053,https://i.ebayimg.com/images/g/FBsAAOSwgtFmLBwR/s-l500.webp,N,,,N,N,2.0,0.0,2.0,2026-03-22,bin,False,False,,2.0,00
1991 TOPPS STADIUM CLUB CHARTER MEMBER SET WITH NOLAN RYAN MEDALLION HOF,$5.05,$4.95,"Sold Mar 22, 2026",jhawk444,New,https://www.ebay.com/itm/277797576499,https://i.ebayimg.com/images/g/N9EAAeSwcEtpNbXK/s-l500.webp,N,,,Y,N,5.05,4.95,10.0,2026-03-22,auction,False,False,,,
VTG 1991 Stadium Club Nolan Ryan Charter Member Bronze Commemorative Medallion,$15.43,$5.99,"Sold Feb 28, 2026",burbankcardcollector,New,https://www.ebay.com/itm/236641043041,https://i.ebayimg.com/images/g/-1sAAOSwnQVnSjbr/s-l500.webp,N,,,N,N,15.43,5.99,21.42,2026-02-28,bin,False,False,,,
Nolan Ryan 1991 Stadium Club Members Charter Card,$2.50,$1.85,"Sold Mar 20, 2026",flawlessimagesports210,New,https://www.ebay.com/itm/364493082771,https://i.ebayimg.com/images/g/G~4AAOSwn7hjJPEx/s-l500.webp,N,,,N,Y,2.5,1.85,4.35,2026-03-20,bin,True,False,,,
1991 Topps Stadium Club Charter Member Set Nolan Ryan Medallion Keychain 70 Card,$16.79,$0.00,"Sold Mar 20, 2026",swedemom,New,https://www.ebay.com/itm/277397407000,https://i.ebayimg.com/images/g/9-cAAeSwiPtpe7F3/s-l500.webp,N,,,N,N,16.79,0.0,16.79,2026-03-20,bin,False,False,,,70
1991 Stadium Club Charter Member Bronze Nolan Ryan,$3.26,$5.00,"Sold Mar 19, 2026",tntnorthnj,New,https://www.ebay.com/itm/206132093520,https://i.ebayimg.com/images/g/17UAAeSwRr1psxLD/s-l500.webp,N,,,Y,N,3.26,5.0,8.26,2026-03-19,auction,False,False,,,
1991 Topps Stadium Club Charter Member Nolan Ryan Texas Rangers,$1.05,$1.50,"Sold Mar 17, 2026",rueck_5451,New,https://www.ebay.com/itm/376671709199,https://i.ebayimg.com/images/g/ICMAAeSwdLppCZu2/s-l500.webp,N,,,N,N,1.05,1.5,2.55,2026-03-17,bin,False,False,,,
Nolan Ryan PSA Auto Authentic 2022 Topps Archives Signature Series 1/1 Member 88,$330.00,$15.00,"Sold Mar 16, 2026",amt_memorabilia,New,https://www.ebay.com/itm/236677457896,https://i.ebayimg.com/images/g/VlkAAeSw7vtprxye/s-l500.webp,Y,PSA,AUTH,Y,N,330.0,15.0,345.0,2026-03-16,auction,False,True,PSA,1.0,88
1991 Topps Stadium Club - Charter Member 50 Card Set - KEN GRIFFEY JR. - GRETZKY,$10.99,$4.95,"Sold Mar 16, 2026",nsdptch7,Brand New,https://www.ebay.com/itm/358198903359,https://i.ebayimg.com/images/g/fYcAAeSwE51ph7aU/s-l500.webp,N,,,N,N,10.99,4.95,15.94,2026-03-16,bin,False,False,,,50
"1991 Stadium Club Charter Member Nolan Ryan Medallion, Set of Cards, & Keychain",$0.99,$15.60,"Sold Mar 15, 2026",collectplayandenjoy,Brand New,https://www.ebay.com/itm/306810988671,https://i.ebayimg.com/images/g/n0UAAeSwuvJpX~tv/s-l500.webp,N,,,Y,N,0.99,15.6,16.59,2026-03-15,auction,False,False,,,
1991 Stadium Club - Charter Member - Nolan Ryan - “7th No Hitter” - NrMt,$2.07,$0.00,"Sold Mar 13, 2026",grover46,New,https://www.ebay.com/itm/267588629846,https://i.ebayimg.com/images/g/rL4AAeSw5V9pXU6a/s-l500.webp,N,,,N,N,2.07,0.0,2.07,2026-03-13,bin,False,False,,,
B40a Nolan Ryan 300th Win 1991 Stadium club charter member,$2.00,$1.32,"Sold Mar 13, 2026",andstr705,New,https://www.ebay.com/itm/317722033275,https://i.ebayimg.com/images/g/uOgAAeSwoedpVvbZ/s-l500.webp,N,,,N,N,2.0,1.32,3.32,2026-03-13,bin,False,False,,,B40A
1991 Topps Stadium Club Nolan Ryan Charter Member Texas Rangers HOF (Medallion),$8.99,$4.00,"Sold Mar 13, 2026",pietilacards,New,https://www.ebay.com/itm/366176935363,https://i.ebayimg.com/images/g/6R8AAeSwQZxphAeF/s-l500.webp,N,,,N,N,8.99,4.0,12.99,2026-03-13,bin,False,False,,,
NILAN RYAN 1991 TOPPS STADIUM CLUB CHARTER MEMBER NO NUMBER FREE SHIPPING,$1.30,$0.00,"Sold Mar 11, 2026",walnutchair19,New,https://www.ebay.com/itm/127476902411,https://i.ebayimg.com/images/g/1JkAAeSwduJpDmdm/s-l500.webp,N,,,N,Y,1.3,0.0,1.3,2026-03-11,bin,True,False,,,
Topps Stadium Club Members Only Charter Member 1991 Key Chain New Never Used,$0.99,$5.49,"Sold Mar 11, 2026",detroitcitycollectibles,Brand New,https://www.ebay.com/itm/306801097703,https://i.ebayimg.com/images/g/c~UAAeSwhf5pg5s3/s-l500.webp,N,,,N,N,0.99,5.49,6.48,2026-03-11,bin,False,False,,,
1991 Topps Stadium Club Charter Member Box Set Nolan Ryan Medallion Members Only,$12.00,$6.09,"Sold Mar 11, 2026",man,New,https://www.ebay.com/itm/227163638275,https://i.ebayimg.com/images/g/tXoAAeSwnnNpXdM0/s-l500.webp,N,,,N,N,12.0,6.09,18.09,2026-03-11,bin,False,False,,,
Nolan Ryan Commemorative Bronze Medallion 1991 Topps Stadium Club Charter Member,$5.00,$7.95,"Sold Mar 9, 2026",jpd0_17,New,https://www.ebay.com/itm/197985649288,https://i.ebayimg.com/images/g/MFkAAeSwNntpUgm7/s-l500.webp,N,,,N,Y,5.0,7.95,12.95,2026-03-09,bin,True,False,,,
1991 Topps Stadium Club Charter Members Only Nolan Ryan Bronze Medallion Set,$5.50,$6.87,"Sold Mar 9, 2026",nostalgictreasures2079,New,https://www.ebay.com/itm/366240627933,https://i.ebayimg.com/images/g/54EAAeSwRJ9pJJMF/s-l500.webp,N,,,Y,N,5.5,6.87,12.37,2026-03-09,auction,False,False,,,
"1991 Topps Stadium Club Charter Member Box, Card Set, Medallion, & Keychain MINT",$10.00,$11.95,"Sold Jan 2, 2026",mistercollect,New,https://www.ebay.com/itm/365970982411,https://i.ebayimg.com/images/g/ehIAAeSwIehpDvBy/s-l500.webp,N,,,N,N,10.0,11.95,21.95,2026-01-02,bin,False,False,,,
"1991 Stadium Club ""Charter Member"" NOLAN RYAN 🔥 MINT HOF Rangers",$3.50,$4.95,"Sold Mar 8, 2026",va-979010,New,https://www.ebay.com/itm/177896656473,https://i.ebayimg.com/images/g/AfsAAeSwTqFpoE7t/s-l500.webp,N,,,Y,N,3.5,4.95,8.45,2026-03-08,auction,False,False,,,
"1991 Stadium Club ""Charter Member"" NOLAN RYAN 🔥 MINT Texas Rangers HOF",$3.20,$4.95,"Sold Mar 8, 2026",va-979010,New,https://www.ebay.com/itm/177896656472,https://i.ebayimg.com/images/g/1LIAAeSwGa9poE3u/s-l500.webp,N,,,Y,N,3.2,4.95,8.15,2026-03-08,auction,False,False,,,
1991 Stadium Club Charter Member - Bronze Ingot Nolan Ryan - In Box,$1.99,$5.52,"Sold Mar 8, 2026",pech5548,New,https://www.ebay.com/itm/227220003821,https://i.ebayimg.com/images/g/y80AAeSwnaNpk49T/s-l500.webp,N,,,N,Y,1.99,5.52,7.51,2026-03-08,bin,True,False,,,
1991 Topps Stadium Club Charter Member Nolan Ryan Medallion 80 MEMBERS ONLY card,$4.00,$10.00,"Sold Mar 6, 2026",kidizop1959,New,https://www.ebay.com/itm/317964874048,https://i.ebayimg.com/images/g/Xz0AAOSwxk1oGlis/s-l500.webp,N,,,Y,N,4.0,10.0,14.0,2026-03-06,auction,False,False,,,80
1991 TOPPS STADIUM CLUB CHARTER MEMBER SET WITH NOLAN RYAN MEDALLION (LOOK),$10.99,$2.99,"Sold Mar 6, 2026",sdpawnbristol,Brand New,https://www.ebay.com/itm/127532500939,https://i.ebayimg.com/images/g/29oAAeSwt3lpKhnL/s-l500.webp,N,,,N,N,10.99,2.99,13.98,2026-03-06,bin,False,False,,,
"1991 Stadium Club Charter Member Box Set - Ryan Medallion, Keychain, 50 Card Set",$10.00,$10.00,"Sold Dec 10, 2025",jsf021408,New,https://www.ebay.com/itm/167869949829,https://i.ebayimg.com/images/g/DQIAAeSwdTVo9GPL/s-l500.webp,N,,,N,N,10.0,10.0,20.0,2025-12-10,bin,False,False,,,50
1991 Topps Stadium Club Bronze Nolan Ryan Charter Member Commemorative Medallion,$11.99,$0.00,"Sold Mar 3, 2026",selfon007,New,https://www.ebay.com/itm/127671999808,https://i.ebayimg.com/images/g/RfwAAeSwashph9KD/s-l500.webp,N,,,N,N,11.99,0.0,11.99,2026-03-03,bin,False,False,,,
"1991 Topps Stadium Club Charter Member Kit ⚾️ Card Set, medallion & Key Chain",$30.00,$8.46,"Sold Mar 2, 2026",lauricardina_0,Brand New,https://www.ebay.com/itm/227238032605,https://i.ebayimg.com/images/g/vKoAAeSwMt5oEUgq/s-l500.webp,N,,,Y,N,30.0,8.46,38.46,2026-03-02,auction,False,False,,,
1991 Stadium Club Charter Member Nolan Ryan (No-Hitter) HOF 5sb,$1.38,$4.99,"Sold Feb 28, 2026",comc_consignment,New,https://www.ebay.com/itm/257382960873,https://i.ebayimg.com/images/g/IfsAAeSwVftpojWW/s-l500.webp,N,,,N,N,1.38,4.99,6.37,2026-02-28,bin,False,False,,,
1991 Topps Stadium Club Nolan Ryan Charter Member Bronze Commemorative Medallion,$4.99,$4.95,"Sold Feb 27, 2026",brunerfamilystore,New,https://www.ebay.com/itm/116836053452,https://i.ebayimg.com/images/g/-PkAAeSwI~NoAbKQ/s-l500.webp,N,,,N,N,4.99,4.95,9.94,2026-02-27,bin,False,False,,,
1991/92 TOPPS STADIUM CLUB CHARTER MEMBER BASEBALL RICKEY HENDERSON THIEF KSA 9,$5.78,$8.99,"Sold Feb 27, 2026",pacificauctionslimited,New,https://www.ebay.com/itm/358239862761,https://i.ebayimg.com/images/g/vKIAAeSwCB9o-Byn/s-l500.webp,N,,,Y,N,5.78,8.99,14.77,2026-02-27,auction,False,False,,9.0,92
1991 Topps Stadium Club Nolan Ryan Charter Member Bronze Commemorative Medallion,$5.50,$5.45,"Sold Feb 26, 2026",yinzer68,New,https://www.ebay.com/itm/376919270145,https://i.ebayimg.com/images/g/~D0AAeSwg0Zpfkuz/s-l500.webp,N,,,N,N,5.5,5.45,10.95,2026-02-26,bin,False,False,,,
Nolan Ryan 1991 Stadium Club Charter Members Only “7th No Hitter” Texas Rangers,$1.99,$0.00,"Sold Feb 24, 2026",cincysignatures,New,https://www.ebay.com/itm/116999505539,https://i.ebayimg.com/images/g/YncAAeSwo59pdUHq/s-l500.webp,N,,,N,N,1.99,0.0,1.99,2026-02-24,bin,False,False,,,
1991 Stadium Club Charter Member Commemorative Bronze Medallion Nolan Ryan,$10.99,$1.99,"Sold Feb 24, 2026",mantlemania4ever,New,https://www.ebay.com/itm/177044125064,https://i.ebayimg.com/images/g/YF0AAOSwp1xoDGJD/s-l500.webp,N,,,N,N,10.99,1.99,12.98,2026-02-24,bin,False,False,,,
Nolan Ryan 1991 Stadium Club Charter Member Commemorative Medallion Card,$3.00,$5.75,"Sold Feb 22, 2026",collectibleswithphil,New,https://www.ebay.com/itm/286543916550,https://i.ebayimg.com/images/g/lA0AAOSw9YxoF9Ug/s-l500.webp,N,,,N,Y,3.0,5.75,8.75,2026-02-22,bin,True,False,,,
1991 Topps Stadium Club Nolan Ryan Gold Medallion Charter Member,$4.00,$5.52,"Sold Feb 22, 2026",bw5-collectibles,New,https://www.ebay.com/itm/298036561120,https://i.ebayimg.com/images/g/S3MAAeSwuW1pP2hN/s-l500.webp,N,,,Y,N,4.0,5.52,9.52,2026-02-22,auction,False,False,,,
1991 Stadium Club Charter Members Commemorative Nolan Ryan Medallion With Box,$2.99,$5.44,"Sold Feb 21, 2026",billynormick,New,https://www.ebay.com/itm/127595497867,https://i.ebayimg.com/images/g/TIoAAeSwfnBpVV6E/s-l500.webp,N,,,N,N,2.99,5.44,8.43,2026-02-21,bin,False,False,,,
Nolan Ryan HOF Rangers Signed 1991 Stadium Club Charter Member AUTO BAS,$113.50,$5.50,"Sold Feb 17, 2026",probstein123,New,https://www.ebay.com/itm/376954475598,https://i.ebayimg.com/images/g/SeYAAeSwnPZpi6DV/s-l500.webp,N,,,Y,N,113.5,5.5,119.0,2026-02-17,auction,False,False,,,
1991 Stadium Club Charter Member Nolan Ryan Commemorative Bronze Medallion,$5.24,$6.45,"Sold Feb 16, 2026",retro1_center,New,https://www.ebay.com/itm/406094612306,https://i.ebayimg.com/images/g/4oMAAeSwH1ZojC~-/s-l500.webp,N,,,N,N,5.24,6.45,11.69,2026-02-16,bin,False,False,,,
1991 Topps Stadium Club Charter Member #553 Baseball Nolan Ryan Texas Rangers,$0.99,$1.49,"Sold Feb 16, 2026",baseballcardcenter,New,https://www.ebay.com/itm/326994196019,https://i.ebayimg.com/images/g/RQ0AAeSwobNo9P1r/s-l500.webp,N,,,Y,N,0.99,1.49,2.48,2026-02-16,auction,False,False,,,553
Nolan Ryan HOF 1991 Stadium Club Charter Member #NNO Texas Rangers Mint,$10.00,$0.00,"Sold Feb 16, 2026",hof-rc,New,https://www.ebay.com/itm/296190043856,https://i.ebayimg.com/images/g/HoQAAOSwMrBltQPM/s-l500.webp,N,,,N,N,10.0,0.0,10.0,2026-02-16,bin,False,False,,,
1991-92 NOLAN RYAN Topps Stadium Club Charter Member Limited Edition Box Set NEW,$7.00,$5.95,"Sold Feb 16, 2026",bruggesfcjbr,Brand New,https://www.ebay.com/itm/188042180908,https://i.ebayimg.com/images/g/J1sAAeSw~JFpCjhP/s-l500.webp,N,,,Y,N,7.0,5.95,12.95,2026-02-16,auction,False,False,,,92
1991 Stadium Club Charter Member Commemorative Nolan Ryan Medallion,$9.99,$0.00,"Sold Feb 16, 2026",cardclubhousellc,New,https://www.ebay.com/itm/236622022142,https://i.ebayimg.com/images/g/bgYAAeSwsaZphoFV/s-l500.webp,N,,,N,N,9.99,0.0,9.99,2026-02-16,bin,False,False,,,
1991 Topps Stadium Club Nolan Ryan Charter Member Bronze 300th Win Tribute,$10.00,$0.00,"Sold Feb 16, 2026",xiomi44,New,https://www.ebay.com/itm/389343698694,https://i.ebayimg.com/images/g/Y~sAAeSw27JpNYIK/s-l500.webp,N,,,N,N,10.0,0.0,10.0,2026-02-16,bin,False,False,,,
1991 TOPPS STADIUM CLUB CHARTER MEMBERS ONLY BOX SET WITH NOLAN RYAN MEDALLION,$18.00,$7.00,"Sold Feb 15, 2026",mrgandy,Brand New,https://www.ebay.com/itm/188040395551,https://i.ebayimg.com/images/g/eB4AAeSw8A5pgAVH/s-l500.webp,N,,,Y,N,18.0,7.0,25.0,2026-02-15,auction,False,False,,,
Nolan Ryan 1991 Topps Stadium Club Charter Member Commemorative Medallion Card,$6.99,$5.95,"Sold Feb 14, 2026",bmcloseouts,New,https://www.ebay.com/itm/136646327813,https://i.ebayimg.com/images/g/dSkAAOSwk9Rm6e~R/s-l500.webp,N,,,N,Y,6.99,5.95,12.94,2026-02-14,bin,True,False,,,
Nolan Ryan 1991 Stadium Club Members Charter Card,$2.99,$1.49,"Sold Feb 13, 2026",r_o_double_b,New,https://www.ebay.com/itm/236634693912,https://i.ebayimg.com/images/g/hC4AAeSwdW5pj3nR/s-l500.webp,N,,,N,N,2.99,1.49,4.48,2026-02-13,bin,False,False,,,
1991 TOPPS Stadium CLUB Charter Member Box Set with Nolan Ryan Medallion,$14.99,$8.81,"Sold Feb 12, 2026",ssien78,New,https://www.ebay.com/itm/117026477410,https://i.ebayimg.com/images/g/HyIAAeSw0bRpiMIh/s-l500.webp,N,,,N,Y,14.99,8.81,23.8,2026-02-12,bin,True,False,,,
🔥⚾️1991 STADIUM CLUB CHARTER MEMBERS NOLAN RYAN HOF 300th WIN PSA 9🔥🏟,$43.70,$5.45,"Sold Feb 11, 2026",brasoncz-0,New,https://www.ebay.com/itm/397043915785,https://i.ebayimg.com/images/g/Z2IAAeSwh4xowbPF/s-l500.webp,Y,PSA,9,N,N,43.7,5.45,49.15,2026-02-11,bin,False,True,PSA,9.0,
1991 Stadium Club Charter Members 300th Win Nolan Ryan Rangers HOF PSA 9 MINT,$35.00,$4.95,"Sold Feb 11, 2026",brfreddy76,New,https://www.ebay.com/itm/267258286286,https://i.ebayimg.com/images/g/fPMAAeSweAtoLj0f/s-l500.webp,Y,PSA,9,N,N,35.0,4.95,39.95,2026-02-11,bin,False,True,PSA,9.0,
1991 Stadium Charter Member Baseball Football Hockey Cards Pick From List,$0.99,$1.25,"Sold Feb 10, 2026",mugsfrank,New,https://www.ebay.com/itm/352449343135,https://i.ebayimg.com/images/g/01MAAOSwxaNbiZ40/s-l500.webp,N,,,N,N,0.99,1.25,2.24,2026-02-10,bin,False,False,,,
1991 TOPPS Stadium CLUB Charter Member Box Set : with Nolan Ryan Medallion (NM),$5.00,$0.74,"Sold Feb 10, 2026",tatted7297,New,https://www.ebay.com/itm/406665916335,https://i.ebayimg.com/images/g/TGUAAeSwDphpNG~K/s-l500.webp,N,,,N,N,5.0,0.74,5.74,2026-02-10,bin,False,False,,,
"Topps Stadium Club Charter Member 5 Boxes – Nolan Ryan, Baseball (1991)",$9.99,$6.09,"Sold Feb 9, 2026",pa-196628,Brand New,https://www.ebay.com/itm/317856574954,https://i.ebayimg.com/images/g/9OkAAeSwQAVpiOLL/s-l500.webp,N,,,N,Y,9.99,6.09,16.08,2026-02-09,bin,True,False,,5.0,
Nolan Ryan Baseball Cards- You Pick- TOPPS! SCORE! HOF! Rangers! 2 Card MIN!,$1.00,$0.00,"Sold Jan 28, 2026",gr_450250,New,https://www.ebay.com/itm/397256261168,https://i.ebayimg.com/images/g/-DoAAeSwBW5pFLf2/s-l500.webp,N,,,N,N,1.0,0.0,1.0,2026-01-28,bin,False,False,,2.0,
1991 Topps Stadium Club Charter Member Nolan Ryan Ryan Extends Record W/7th N/H,$2.99,$0.00,"Sold Feb 8, 2026",chmass-60,New,https://www.ebay.com/itm/317853626309,https://i.ebayimg.com/images/g/RnUAAeSws7xph-ho/s-l500.webp,N,,,N,N,2.99,0.0,2.99,2026-02-08,bin,False,False,,,
1991 TOPPS Stadium CLUB Charter Member Box Set with Nolan Ryan Medallion,$14.99,$8.65,"Sold Feb 7, 2026",maiia07,New,https://www.ebay.com/itm/206006109220,https://i.ebayimg.com/images/g/-hAAAOSwXItl7M6a/s-l500.webp,N,,,N,N,14.99,8.65,23.64,2026-02-07,bin,False,False,,,
Nolan Ryan 1991 Topps Stadium Club Lot (4) – 2 Charter Member + 2 Members Only,$74.99,$7.70,"Sold Feb 7, 2026",mickey11050,New,https://www.ebay.com/itm/157595859034,https://i.ebayimg.com/images/g/nI0AAeSwRXhpXT4i/s-l500.webp,N,,,N,Y,74.99,7.7,82.69,2026-02-07,bin,True,False,,4.0,
1991 Stadium Club Charter Members 300th Win Nolan Ryan Rangers HOF SGC 8.5,$24.95,$5.20,"Sold Feb 7, 2026",hgkards,New,https://www.ebay.com/itm/147033073331,https://i.ebayimg.com/images/g/JrMAAeSwRv9pQE3R/s-l500.webp,Y,SGC,8.5,N,N,24.95,5.2,30.15,2026-02-07,bin,False,True,SGC,8.5,
1991 Stadium Club Charter Member - Nolan Ryan - “No-Hitter for the Ages” - NrMt,$2.12,$0.00,"Sold Feb 6, 2026",grover46,New,https://www.ebay.com/itm/267555924594,https://i.ebayimg.com/images/g/BF4AAeSw1L5pMrxQ/s-l500.webp,N,,,N,N,2.12,0.0,2.12,2026-02-06,bin,False,False,,,
1991 Stadium Club Charter Member #24 Nolan Ryan/A No-Hitter For/The Ages,$2.05,$0.00,"Sold Feb 6, 2026",bonds2001,New,https://www.ebay.com/itm/389168129015,https://i.ebayimg.com/images/g/G9UAAeSwa2dpBONI/s-l500.webp,N,,,N,N,2.05,0.0,2.05,2026-02-06,bin,False,False,,,24
1991 TOPPS STADIUM CLUB CHARTER MEMBERS ONLY BOX SET WITH NOLAN RYAN MEDALLION,$24.00,$6.08,"Sold Feb 5, 2026",marksdad,New,https://www.ebay.com/itm/205369058025,https://i.ebayimg.com/images/g/wscAAOSwXJhn3cMW/s-l500.webp,N,,,N,Y,24.0,6.08,30.08,2026-02-05,bin,True,False,,,
1991 Topps Stadium Club Nolan Ryan Gold Medallion Charter Member Texas Rangers,$1.95,$4.95,"Sold Feb 4, 2026",ptitty77,New,https://www.ebay.com/itm/326947120106,https://i.ebayimg.com/images/g/9Z4AAeSw4ZFpX~P3/s-l500.webp,N,,,N,Y,1.95,4.95,6.9,2026-02-04,bin,True,False,,,
1991 TOPPS STADIUM CLUB BASEBALL NOLAN RYAN CHARTER MEMBER BRONZE METAL CARD 2,$9.99,$4.99,"Sold Feb 3, 2026",anniebell8,New,https://www.ebay.com/itm/389535442941,https://i.ebayimg.com/images/g/poMAAeSwYkRpcpjW/s-l500.webp,N,,,Y,N,9.99,4.99,14.98,2026-02-03,auction,False,False,,2.0,
Box 55: 1991 Stadium Club Charter Member UNCUT SIDE PROOF Nolan Ryan No Hitter,$14.00,$5.00,"Sold Feb 3, 2026",leximo2,New,https://www.ebay.com/itm/397368278529,https://i.ebayimg.com/images/g/TH0AAOSwsSVoPP89/s-l500.webp,N,,,N,N,14.0,5.0,19.0,2026-02-03,bin,False,False,,,55
New Topps Stadium Club Charter Member Box Set Nolan Ryan sealed bronze card,$24.99,$6.50,"Sold Feb 2, 2026",jb246810-2,New,https://www.ebay.com/itm/397340107692,https://i.ebayimg.com/images/g/yHcAAeSwaU9pLJlK/s-l500.webp,N,,,N,N,24.99,6.5,31.49,2026-02-02,bin,False,False,,,
1991 TOPPS STADIUM CLUB CHARTER MEMBERS 300TH WIN NOLAN RYAN PSA 8,$5.50,$5.99,"Sold Feb 1, 2026",psa,New,https://www.ebay.com/itm/116998137400,https://i.ebayimg.com/images/g/O-QAAeSwAYVpdCeG/s-l500.webp,Y,PSA,8,Y,N,5.5,5.99,11.49,2026-02-01,auction,False,True,PSA,8.0,
1991 Topps Stadium NOLAN RYAN Charter Member Card Texas Rangers,$3.25,$0.00,"Sold Feb 1, 2026",slash300,New,https://www.ebay.com/itm/376899156919,https://i.ebayimg.com/images/g/zLIAAeSwal9pdifw/s-l500.webp,N,,,Y,N,3.25,0.0,3.25,2026-02-01,auction,False,False,,,
1991 Topps Stadium Club Bronze Nolan Ryan Charter Member Commemorative Medallion,$11.21,$0.00,"Sold Jan 31, 2026",jacomagi_0,New,https://www.ebay.com/itm/267107380097,https://i.ebayimg.com/images/g/y48AAOSwJVNnbiPq/s-l500.webp,N,,,N,N,11.21,0.0,11.21,2026-01-31,bin,False,False,,,
1991 Topps Stadium Club Charter Member Nolan Ryan Baseball Card ⚾️,$3.50,$0.97,"Sold Jan 30, 2026",johnam83,New,https://www.ebay.com/itm/177125542002,https://i.ebayimg.com/images/g/l1IAAeSwsvJn4u-5/s-l500.webp,N,,,N,Y,3.5,0.97,4.47,2026-01-30,bin,True,False,,,
3 Nolan Ryan 1991 Topps Stadium Club CHARTER MEMBER Solid BRONZE Medallion W Box,$20.00,$0.00,"Sold Jan 29, 2026",kazza-87,New,https://www.ebay.com/itm/406640020912,https://i.ebayimg.com/images/g/5JAAAeSwPThpaQy1/s-l500.webp,N,,,Y,N,20.0,0.0,20.0,2026-01-29,auction,False,False,,3.0,
"MLB 1991 Stadium Club Charter Member NOLAN RYAN #NNO ""300th Career Win"" Rangers",$1.99,$0.00,"Sold Jan 29, 2026",mancave1995,New,https://www.ebay.com/itm/275156938337,https://i.ebayimg.com/images/g/ubcAAOSwAIph~-Zm/s-l500.webp,N,,,N,N,1.99,0.0,1.99,2026-01-29,bin,False,False,,,
