title,price,shipping,sold_date,seller,condition,item_url,graded,grader,grade,auction,best_offer,price_value,shipping_value,total_value,sold_date_value,listing_type,is_best_offer,is_graded,grader_norm,grade_value,card_number_guess
Rickey Henderson cards (1986-2024) A's Yankees Red Sox Padres - You Choose,$0.99,$0.75,"Sold Feb 25, 2026",sjosing,New,https://www.ebay.com/itm/376536428250,N,,,N,N,0.99,0.75,1.74,2026-02-25,bin,False,False,,,
Randy Johnson cards (1990-2002) Mariners Diamondbacks Astros - You Choose,$0.99,$0.75,"Sold Feb 25, 2026",sjosing,New,https://www.ebay.com/itm/376536428247,N,,,N,N,0.99,0.75,1.74,2026-02-25,bin,False,False,,,
"U Pick from Nolan Ryan 100+ Oddball items - 1982 - 1995 (Food issues, Magazines)",$1.00,$1.50,"Sold Feb 25, 2026",nedco7,New,https://www.ebay.com/itm/133749305968,N,,,N,N,1.0,1.5,2.5,2026-02-25,bin,False,True,,,100
Barry Bonds 1991 Stadium Club Charter Member #NNO Pirates MLB READ FREE SHIPPING,$1.25,$0.00,"Sold Feb 25, 2026",autographden,New,https://www.ebay.com/itm/277741925141,N,,,Y,N,1.25,0.0,1.25,2026-02-25,auction,False,False,,,
1991 Topps Stadium Club Ken Griffey Jr CHARTER MEMBER Mariners HOF Mint,$2.79,$0.00,"Sold Feb 24, 2026",csdcards,New,https://www.ebay.com/itm/389507914530,N,,,N,N,2.79,0.0,2.79,2026-02-24,bin,False,False,,,
Nolan Ryan 1991 Stadium Club Charter Members Only “7th No Hitter” Texas Rangers,$1.99,$0.00,"Sold Feb 24, 2026",cincysignatures,New,https://www.ebay.com/itm/116999505539,N,,,N,N,1.99,0.0,1.99,2026-02-24,bin,False,False,,,
1991 Stadium Club Charter Member Commemorative Bronze Medallion Nolan Ryan,$10.99,$1.99,"Sold Feb 24, 2026",mantlemania4ever,New,https://www.ebay.com/itm/177044125064,N,,,N,N,10.99,1.99,12.98,2026-02-24,bin,False,False,,,
GEORGE BRETT 1991 TOPPS STADIUM CLUB CHARTER MEMBER,$2.00,$1.32,"Sold Feb 23, 2026",luxluger21,New,https://www.ebay.com/itm/358235091404,N,,,Y,N,2.0,1.32,3.32,2026-02-23,auction,False,False,,,
Nolan Ryan 1991 Stadium Club Charter Member Commemorative Medallion Card,$3.00,$5.75,"Sold Feb 22, 2026",collectibleswithphil,New,https://www.ebay.com/itm/286543916550,N,,,N,Y,3.0,5.75,8.75,2026-02-22,bin,True,False,,,
You Pick Ken Griffey Jr. All Cards Ex-NrMT Unless Noted See Images,$1.50,$0.00,"Sold Feb 23, 2026",thecollectorsnook,New,https://www.ebay.com/itm/166770710533,N,,,N,N,1.5,0.0,1.5,2026-02-23,bin,False,False,,,
1991 Topps Stadium Club Nolan Ryan Gold Medallion Charter Member,$4.00,$5.52,"Sold Feb 22, 2026",bw5-collectibles,New,https://www.ebay.com/itm/298036561120,N,,,Y,N,4.0,5.52,9.52,2026-02-22,auction,False,False,,,
1991 Stadium Club Charter Members Commemorative Nolan Ryan Medallion With Box,$2.99,$5.44,"Sold Feb 21, 2026",billynormick,New,https://www.ebay.com/itm/127595497867,N,,,N,N,2.99,5.44,8.43,2026-02-21,bin,False,False,,,
Rickey Henderson 1991 Stadium Club Charter Member AL MVP! 2 Card Min! See Desc!,$0.99,$0.00,"Sold Feb 21, 2026",grayssportscardsinc,New,https://www.ebay.com/itm/376978599693,N,,,N,Y,0.99,0.0,0.99,2026-02-21,bin,True,False,,2.0,
1991 Stadium Club Charter Member Ryne Sandberg PSA 10 GEM MT HOF 1ec2,$70.40,$4.99,"Sold Feb 19, 2026",comc_consignment,New,https://www.ebay.com/itm/336434285465,Y,PSA,10,N,N,70.4,4.99,75.39,2026-02-19,bin,False,True,PSA,10.0,
1991 Topps Stadium Club Charter Member Eric Davis PSA/DNA Auto Autograph (Crack),$38.24,$0.00,"Sold Feb 19, 2026",threadminer,New,https://www.ebay.com/itm/127144081975,N,,,N,N,38.24,0.0,38.24,2026-02-19,bin,False,True,PSA,,
Rickey Henderson-1991 Topps Stadium Club Charter Member Oakland Athletics,$1.75,$0.00,"Sold Feb 18, 2026",danpe2305,New,https://www.ebay.com/itm/287093583740,N,,,N,Y,1.75,0.0,1.75,2026-02-18,bin,True,False,,,
Nolan Ryan HOF Rangers Signed 1991 Stadium Club Charter Member AUTO BAS,$113.50,$5.50,"Sold Feb 17, 2026",probstein123,New,https://www.ebay.com/itm/376954475598,N,,,Y,N,113.5,5.5,119.0,2026-02-17,auction,False,False,,,
1991 Stadium Club Charter Member Nolan Ryan Commemorative Bronze Medallion,$5.24,$6.45,"Sold Feb 16, 2026",retro1_center,New,https://www.ebay.com/itm/406094612306,N,,,N,N,5.24,6.45,11.69,2026-02-16,bin,False,False,,,
1991 Topps Stadium Club Charter Member #553 Baseball Nolan Ryan Texas Rangers,$0.99,$1.49,"Sold Feb 16, 2026",baseballcardcenter,New,https://www.ebay.com/itm/326994196019,N,,,Y,N,0.99,1.49,2.48,2026-02-16,auction,False,False,,,553
Ryne Sandberg Base/Inserts - You Pick - $2.00 or 2 Card Minimum,$2.00,$0.00,"Sold Feb 16, 2026",disabled_vet,New,https://www.ebay.com/itm/116305171161,N,,,N,N,2.0,0.0,2.0,2026-02-16,bin,False,False,,2.0,00
Nolan Ryan HOF 1991 Stadium Club Charter Member #NNO Texas Rangers Mint,$10.00,$0.00,"Sold Feb 16, 2026",hof-rc,New,https://www.ebay.com/itm/296190043856,N,,,N,N,10.0,0.0,10.0,2026-02-16,bin,False,False,,,
1991-92 NOLAN RYAN Topps Stadium Club Charter Member Limited Edition Box Set NEW,$7.00,$5.95,"Sold Feb 16, 2026",bruggesfcjbr,Brand New,https://www.ebay.com/itm/188042180908,N,,,Y,N,7.0,5.95,12.95,2026-02-16,auction,False,False,,,92
1991 Stadium Club Charter Member Commemorative Nolan Ryan Medallion,$9.99,$0.00,"Sold Feb 16, 2026",cardclubhousellc,New,https://www.ebay.com/itm/236622022142,N,,,N,N,9.99,0.0,9.99,2026-02-16,bin,False,False,,,
1991 Topps Stadium Club Nolan Ryan Charter Member Bronze 300th Win Tribute,$10.00,$0.00,"Sold Feb 16, 2026",xiomi44,New,https://www.ebay.com/itm/389343698694,N,,,N,N,10.0,0.0,10.0,2026-02-16,bin,False,False,,,
1991 STADIUM CLUB CHARTER MEMBERS KEN GRIFFEY JR & SR 🔥,$2.00,$1.50,"Sold Feb 15, 2026",grandadscollection,New,https://www.ebay.com/itm/389522556315,N,,,N,Y,2.0,1.5,3.5,2026-02-15,bin,True,False,,,
Rickey Henderson Base/Inserts - You Pick - $2.00 or 2 Card Minimum,$2.00,$0.00,"Sold Feb 15, 2026",disabled_vet,New,https://www.ebay.com/itm/116246584450,N,,,N,N,2.0,0.0,2.0,2026-02-15,bin,False,False,,2.0,00
1991 TOPPS STADIUM CLUB CHARTER MEMBERS ONLY BOX SET WITH NOLAN RYAN MEDALLION,$18.00,$7.00,"Sold Feb 15, 2026",mrgandy,Brand New,https://www.ebay.com/itm/188040395551,N,,,Y,N,18.0,7.0,25.0,2026-02-15,auction,False,False,,,
1991 STADIUM CLUB - RICKEY HENDERSON - CHARTER MEMBER - A.L. MVP - PSA NM-MT 8,$14.95,$4.50,"Sold Feb 15, 2026",ceegeewow,New,https://www.ebay.com/itm/326941769690,Y,PSA,8,N,N,14.95,4.5,19.45,2026-02-15,bin,False,True,PSA,8.0,
1991 Stadium Club Charter Member Baseball Cards 1-50 (NM) - Complete Your Set,$0.99,$0.69,"Sold Feb 14, 2026",rasmg311,New,https://www.ebay.com/itm/157608072291,N,,,N,N,0.99,0.69,1.68,2026-02-14,bin,False,False,,1.0,50
Nolan Ryan 1991 Topps Stadium Club Charter Member Commemorative Medallion Card,$6.99,$5.95,"Sold Feb 14, 2026",bmcloseouts,New,https://www.ebay.com/itm/136646327813,N,,,N,Y,6.99,5.95,12.94,2026-02-14,bin,True,False,,,
1991 Stadium Club Charter Member #27 Dave Stewart,$0.99,$1.50,"Sold Feb 14, 2026",1967dew,New,https://www.ebay.com/itm/376786697936,N,,,N,N,0.99,1.5,2.49,2026-02-14,bin,False,False,,,27
1991 STADIUM CLUB CHARTER MEMBERS GEORGE BRETT ROYALS HOF PSA 9,"$1,000",$5.00,"Sold Feb 14, 2026",4_sharp_corners,New,https://www.ebay.com/itm/267570215631,Y,PSA,9,Y,N,1000.0,5.0,1005.0,2026-02-14,auction,False,True,PSA,9.0,
Ken Griffey Jr. *** Pick Your Card *** HOF Seattle Mariners ** You Pick **,$0.99,$0.99,"Sold Feb 14, 2026",aschober,New,https://www.ebay.com/itm/395532277239,N,,,N,N,0.99,0.99,1.98,2026-02-14,bin,False,False,,,
1991 Stadium Club Charter Member - Ryne Sandberg,$5.00,$1.32,"Sold Feb 14, 2026",delapazart,New,https://www.ebay.com/itm/376949499345,N,,,Y,N,5.0,1.32,6.32,2026-02-14,auction,False,False,,,
Rickey Henderson 1991 Stadium Club Charter Member #NNO Oakland Athletics,$1.95,$0.00,"Sold Feb 14, 2026",1234fiif,New,https://www.ebay.com/itm/226714636627,N,,,N,N,1.95,0.0,1.95,2026-02-14,bin,False,False,,,
1991 Stadium Club Charter Member Ken Griffey Jr. & Ken Griffey Father Son Duo,$3.25,$1.69,"Sold Feb 14, 2026",rockhead007,New,https://www.ebay.com/itm/177206954203,N,,,N,Y,3.25,1.69,4.94,2026-02-14,bin,True,False,,,
1991 Topps Stadium Club Charter Member Randy Johnson #NNO Mariners!!!,$0.99,$1.00,"Sold Feb 13, 2026",cracramerch,New,https://www.ebay.com/itm/286927771908,N,,,N,N,0.99,1.0,1.99,2026-02-13,bin,False,False,,,
